date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:04:20	5643/5643	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:20%20GMT	https://static.wixstatic.com/media/be3ff4_a32ff731c2c24ad1b4aeaf980fe1d0b7~mv2.png/v1/fill/w_129,h_53,al_c,q_85,enc_auto/image%2059.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_a32ff731c2c24ad1b4aeaf980fe1d0b7_mv2.png/v1/fill/w_129,h_53,al_c,q_85,enc_auto/image%2059.png	(from https://www.techworld-with-nana.com/)
22:04:22	1877997/1877997	---MCZ	200	added ('OK')	text/html	etag:W/%2208f8da6b1fb6004ed0c1b4e4b7b87080%22	https://www.techworld-with-nana.com/devsecops-bootcamp	C:/My%20Web%20Sites/technana/www.techworld-with-nana.com/devsecops-bootcamp.html	(from https://www.techworld-with-nana.com/)
22:04:23	1907868/1907868	---MCZ	200	added ('OK')	text/html	etag:W/%2225a6f282e1c496fc46d1f86d5ce31e6e%22	https://www.techworld-with-nana.com/devops-bootcamp	C:/My%20Web%20Sites/technana/www.techworld-with-nana.com/devops-bootcamp.html	(from https://www.techworld-with-nana.com/)
22:04:23	801393/801393	---MCZ	200	added ('OK')	text/html	etag:W/%226f0862eab165daa5eafa5b007afda639%22	https://www.techworld-with-nana.com/devops-certifications	C:/My%20Web%20Sites/technana/www.techworld-with-nana.com/devops-certifications.html	(from https://www.techworld-with-nana.com/)
22:04:24	829513/829513	---MCZ	200	added ('OK')	text/html	etag:W/%229590167d9126eca973107208ebe0cbd7%22	https://www.techworld-with-nana.com/courses	C:/My%20Web%20Sites/technana/www.techworld-with-nana.com/courses.html	(from https://www.techworld-with-nana.com/)
22:04:25	1555398/1555398	---MCZ	200	added ('OK')	text/html	etag:W/%2248ee4d5fd421cad698f7bb6e5324977a%22	https://www.techworld-with-nana.com/kubernetes-administrator-cka	C:/My%20Web%20Sites/technana/www.techworld-with-nana.com/kubernetes-administrator-cka.html	(from https://www.techworld-with-nana.com/)
22:04:26	1360485/1360485	---MCZ	200	added ('OK')	text/html	etag:W/%229aa5a34ae9a4ccb123ae1f5a36c94837%22	https://www.techworld-with-nana.com/gitlab-cicd-course	C:/My%20Web%20Sites/technana/www.techworld-with-nana.com/gitlab-cicd-course.html	(from https://www.techworld-with-nana.com/)
22:04:28	1491418/1491418	---MCZ	200	added ('OK')	text/html	etag:W/%2287ad368b3822d17afe0f46c82644e79e%22	https://www.techworld-with-nana.com/it-beginners-course	C:/My%20Web%20Sites/technana/www.techworld-with-nana.com/it-beginners-course.html	(from https://www.techworld-with-nana.com/)
22:04:29	776502/776502	---MCZ	200	added ('OK')	text/html	etag:W/%22b24f3002d8376f1c30247fa22f2cbb45%22	https://www.techworld-with-nana.com/devops-roadmap	C:/My%20Web%20Sites/technana/www.techworld-with-nana.com/devops-roadmap.html	(from https://www.techworld-with-nana.com/)
22:04:30	795708/795708	---MCZ	200	added ('OK')	text/html	etag:W/%22211cab4d4a40a051699df6e96b949b9b%22	https://www.techworld-with-nana.com/kubernetes-roadmap	C:/My%20Web%20Sites/technana/www.techworld-with-nana.com/kubernetes-roadmap.html	(from https://www.techworld-with-nana.com/)
22:04:33	734322/734322	---MCZ	200	added ('OK')	text/html	etag:W/%223afd6f63dd3f5c6911cd6ba7c3c415e7%22	https://www.techworld-with-nana.com/it-career-quiz	C:/My%20Web%20Sites/technana/www.techworld-with-nana.com/it-career-quiz.html	(from https://www.techworld-with-nana.com/)
22:04:34	913379/913379	---MCZ	200	added ('OK')	text/html	etag:W/%225540698e1df56a0d867ee67b5838d4b7%22	https://www.techworld-with-nana.com/devops-for-business	C:/My%20Web%20Sites/technana/www.techworld-with-nana.com/devops-for-business.html	(from https://www.techworld-with-nana.com/)
22:04:35	758678/758678	---MCZ	200	added ('OK')	text/html	etag:W/%22334631c55533305becb3e26390143f2e%22	https://www.techworld-with-nana.com/e-books	C:/My%20Web%20Sites/technana/www.techworld-with-nana.com/e-books.html	(from https://www.techworld-with-nana.com/)
22:04:37	799678/799678	---MCZ	200	added ('OK')	text/html	etag:W/%22c7c0916fad1d295aa1305e39ddc3fd2a%22	https://www.techworld-with-nana.com/about-me-my-devops-journey	C:/My%20Web%20Sites/technana/www.techworld-with-nana.com/about-me-my-devops-journey.html	(from https://www.techworld-with-nana.com/)
22:04:38	1098396/1098396	---MCZ	200	added ('OK')	text/html	etag:W/%22bfaef9353b33b2e6b41a75c4b884dbcd%22	https://www.techworld-with-nana.com/blog	C:/My%20Web%20Sites/technana/www.techworld-with-nana.com/blog.html	(from https://www.techworld-with-nana.com/)
22:04:38	2423/2423	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:38%20GMT	https://static.wixstatic.com/media/be3ff4_7a117a3c73944d6098b6fc81a39e818a~mv2.png/v1/fill/w_49,h_16,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/be3ff4_7a117a3c73944d6098b6fc81a39e818a~mv2.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_7a117a3c73944d6098b6fc81a39e818a_mv2.png/v1/fill/w_49,h_16,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/be3ff4_7a117a3c73944d6098b6fc81a39e818a_mv2.png	(from https://www.techworld-with-nana.com/)
22:04:38	3758/3758	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:39%20GMT	https://static.wixstatic.com/media/be3ff4_b3f16c32954d442c8840eb0dbd171286~mv2.png/v1/fill/w_56,h_56,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Frame%201883.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_b3f16c32954d442c8840eb0dbd171286_mv2.png/v1/fill/w_56,h_56,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Frame%201883.png	(from https://www.techworld-with-nana.com/)
22:04:39	4108/4108	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:39%20GMT	https://static.wixstatic.com/media/be3ff4_4dcd228dc6fa4ca9b6a969aea659f9a6~mv2.png/v1/fill/w_56,h_56,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Frame%201923.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_4dcd228dc6fa4ca9b6a969aea659f9a6_mv2.png/v1/fill/w_56,h_56,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Frame%201923.png	(from https://www.techworld-with-nana.com/)
22:04:39	4209/4209	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:40%20GMT	https://static.wixstatic.com/media/be3ff4_1cb23ad1357343fd9f191609ac710e3d~mv2.png/v1/fill/w_56,h_56,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Frame%201882.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_1cb23ad1357343fd9f191609ac710e3d_mv2.png/v1/fill/w_56,h_56,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Frame%201882.png	(from https://www.techworld-with-nana.com/)
22:04:40	4194/4194	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:40%20GMT	https://static.wixstatic.com/media/be3ff4_7c92d1dc71ca4ca0b2bfcda72d46c9ec~mv2.png/v1/fill/w_56,h_56,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Frame%201880.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_7c92d1dc71ca4ca0b2bfcda72d46c9ec_mv2.png/v1/fill/w_56,h_56,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Frame%201880.png	(from https://www.techworld-with-nana.com/)
22:04:40	4900/4900	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:41%20GMT	https://static.wixstatic.com/media/be3ff4_9006754c783a475bba42206a2f25f061~mv2.png/v1/fill/w_56,h_56,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Frame%202043683999.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_9006754c783a475bba42206a2f25f061_mv2.png/v1/fill/w_56,h_56,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Frame%202043683999.png	(from https://www.techworld-with-nana.com/)
22:04:41	3628/3628	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:41%20GMT	https://static.wixstatic.com/media/be3ff4_324100193a5a45ceb13c5c5d72ace3f3~mv2.png/v1/fill/w_90,h_53,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Vector.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_324100193a5a45ceb13c5c5d72ace3f3_mv2.png/v1/fill/w_90,h_53,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Vector.png	(from https://www.techworld-with-nana.com/)
22:04:41	2809/2809	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:41%20GMT	https://static.wixstatic.com/media/be3ff4_3fcaad2bf87e44feac0d2e9795222c58~mv2.png/v1/fill/w_40,h_40,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/noto_graduation-cap.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_3fcaad2bf87e44feac0d2e9795222c58_mv2.png/v1/fill/w_40,h_40,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/noto_graduation-cap.png	(from https://www.techworld-with-nana.com/)
22:04:42	2084/2084	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:42%20GMT	https://static.wixstatic.com/media/be3ff4_2ebc111a75794368869186d51c8f89eb~mv2.png/v1/fill/w_40,h_40,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/simple-icons_trustpilot.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_2ebc111a75794368869186d51c8f89eb_mv2.png/v1/fill/w_40,h_40,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/simple-icons_trustpilot.png	(from https://www.techworld-with-nana.com/)
22:04:42	1491/1491	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:42%20GMT	https://static.wixstatic.com/media/be3ff4_8e7bd609d3204a279a5dbc4cf6df2bfe~mv2.png/v1/fill/w_40,h_40,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/logos_youtube-icon.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_8e7bd609d3204a279a5dbc4cf6df2bfe_mv2.png/v1/fill/w_40,h_40,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/logos_youtube-icon.png	(from https://www.techworld-with-nana.com/)
22:04:43	2670/2670	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:43%20GMT	https://static.wixstatic.com/media/be3ff4_98b34f2bc89e4f688884472cef1599b6~mv2.png/v1/fill/w_49,h_43,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/be3ff4_98b34f2bc89e4f688884472cef1599b6~mv2.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_98b34f2bc89e4f688884472cef1599b6_mv2.png/v1/fill/w_49,h_43,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/be3ff4_98b34f2bc89e4f688884472cef1599b6_mv2.png	(from https://www.techworld-with-nana.com/)
22:04:43	3210/3210	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:43%20GMT	https://static.wixstatic.com/media/be3ff4_f90d512017a54f65a6b5b985059e4965~mv2.png/v1/fill/w_30,h_40,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/undraw_screen-pointer%202.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_f90d512017a54f65a6b5b985059e4965_mv2.png/v1/fill/w_30,h_40,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/undraw_screen-pointer%202.png	(from https://www.techworld-with-nana.com/)
22:04:44	8880/8880	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:44%20GMT	https://static.wixstatic.com/media/be3ff4_bc365d8160144c7781a1a9178893bbd3~mv2.png/v1/fill/w_103,h_60,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Frame%201926.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_bc365d8160144c7781a1a9178893bbd3_mv2.png/v1/fill/w_103,h_60,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Frame%201926.png	(from https://www.techworld-with-nana.com/)
22:04:44	1537/1537	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:44%20GMT	https://static.wixstatic.com/media/be3ff4_56b1e8dea0ab4e129b55379563bad0ea~mv2.png/v1/fill/w_112,h_16,al_c,q_85,blur_3,enc_auto/Rating.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_56b1e8dea0ab4e129b55379563bad0ea_mv2.png/v1/fill/w_112,h_16,al_c,q_85,blur_3,enc_auto/Rating.png	(from https://www.techworld-with-nana.com/)
22:04:44	1982/1982	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:45%20GMT	https://static.wixstatic.com/media/be3ff4_49ddb4c46e574d0fbcdaaf5315f0cde1~mv2.png/v1/fill/w_115,h_36,al_c,q_85,blur_3,enc_auto/Component%203.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_49ddb4c46e574d0fbcdaaf5315f0cde1_mv2.png/v1/fill/w_115,h_36,al_c,q_85,blur_3,enc_auto/Component%203.png	(from https://www.techworld-with-nana.com/)
22:04:45	8897/8897	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:45%20GMT	https://static.wixstatic.com/media/be3ff4_b57cea8d064b4599a514443166308919~mv2.png/v1/fill/w_103,h_60,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Frame%201925.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_b57cea8d064b4599a514443166308919_mv2.png/v1/fill/w_103,h_60,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Frame%201925.png	(from https://www.techworld-with-nana.com/)
22:04:45	4043/4043	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:46%20GMT	https://static.wixstatic.com/media/be3ff4_8479632496e94cb892a28991e2d4f143~mv2.png/v1/fill/w_51,h_58,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/undraw_rocket%201.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_8479632496e94cb892a28991e2d4f143_mv2.png/v1/fill/w_51,h_58,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/undraw_rocket%201.png	(from https://www.techworld-with-nana.com/)
22:04:46	13067/13067	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:46%20GMT	https://static.wixstatic.com/media/be3ff4_f0dcc720f36e4f40a49c13f7ff968f31~mv2.png/v1/fill/w_103,h_60,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/card.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_f0dcc720f36e4f40a49c13f7ff968f31_mv2.png/v1/fill/w_103,h_60,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/card.png	(from https://www.techworld-with-nana.com/)
22:04:46	15995/15995	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:47%20GMT	https://static.wixstatic.com/media/be3ff4_22bba1aa60d745bf9999975df1d4853d~mv2.png/v1/fill/w_103,h_60,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/card%202.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_22bba1aa60d745bf9999975df1d4853d_mv2.png/v1/fill/w_103,h_60,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/card%202.png	(from https://www.techworld-with-nana.com/)
22:04:47	16032/16032	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:47%20GMT	https://static.wixstatic.com/media/be3ff4_9b9f8cb7d2194a0e94105494ed11e070~mv2.png/v1/fill/w_103,h_60,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/333.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_9b9f8cb7d2194a0e94105494ed11e070_mv2.png/v1/fill/w_103,h_60,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/333.png	(from https://www.techworld-with-nana.com/)
22:04:47	13284/13284	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:48%20GMT	https://static.wixstatic.com/media/be3ff4_9efcb82f03f448fea6de6513d46cb62a~mv2.png/v1/fill/w_103,h_60,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/666.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_9efcb82f03f448fea6de6513d46cb62a_mv2.png/v1/fill/w_103,h_60,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/666.png	(from https://www.techworld-with-nana.com/)
22:04:48	2587/2587	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:48%20GMT	https://static.wixstatic.com/media/be3ff4_867db2e73944474cb0c49b59032ce07d~mv2.png/v1/fill/w_49,h_21,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/be3ff4_867db2e73944474cb0c49b59032ce07d~mv2.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_867db2e73944474cb0c49b59032ce07d_mv2.png/v1/fill/w_49,h_21,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/be3ff4_867db2e73944474cb0c49b59032ce07d_mv2.png	(from https://www.techworld-with-nana.com/)
22:04:48	22669/22669	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:49%20GMT	https://static.wixstatic.com/media/be3ff4_02f7777b17aa44c68b031f4aba144dfe~mv2.png/v1/fill/w_148,h_136,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/image%2095.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_02f7777b17aa44c68b031f4aba144dfe_mv2.png/v1/fill/w_148,h_136,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/image%2095.png	(from https://www.techworld-with-nana.com/)
22:04:49	8574/8574	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:49%20GMT	https://static.wixstatic.com/media/be3ff4_64fc5cc908654394b75aa3a16b3c3bb0~mv2.png/v1/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Ellipse%2010.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_64fc5cc908654394b75aa3a16b3c3bb0_mv2.png/v1/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Ellipse%2010.png	(from https://www.techworld-with-nana.com/)
22:04:49	1036/1036	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:49%20GMT	https://static.wixstatic.com/media/be3ff4_f00dc957cc6341b2a9e0e479ba837fd4~mv2.png/v1/fill/w_12,h_12,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/devicon_linkedin.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_f00dc957cc6341b2a9e0e479ba837fd4_mv2.png/v1/fill/w_12,h_12,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/devicon_linkedin.png	(from https://www.techworld-with-nana.com/)
22:04:50	1273/1273	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:50%20GMT	https://static.wixstatic.com/media/be3ff4_dd8d5f8feb4743da82ff324c751f1b1b~mv2.png/v1/fill/w_18,h_18,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/material-symbols_verified.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_dd8d5f8feb4743da82ff324c751f1b1b_mv2.png/v1/fill/w_18,h_18,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/material-symbols_verified.png	(from https://www.techworld-with-nana.com/)
22:04:50	10374/10374	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:50%20GMT	https://static.wixstatic.com/media/be3ff4_6b129efa77c3495cb030f0dca948f12a~mv2.png/v1/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Ellipse%2010.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_6b129efa77c3495cb030f0dca948f12a_mv2.png/v1/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Ellipse%2010.png	(from https://www.techworld-with-nana.com/)
22:04:51	10743/10743	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:51%20GMT	https://static.wixstatic.com/media/be3ff4_e5e7ecdaec8f41669bb2f865f974aee8~mv2.png/v1/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Ellipse%203.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_e5e7ecdaec8f41669bb2f865f974aee8_mv2.png/v1/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Ellipse%203.png	(from https://www.techworld-with-nana.com/)
22:04:51	9329/9329	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:51%20GMT	https://static.wixstatic.com/media/be3ff4_b4fe1c2ca67b46ec81635df2ccabb498~mv2.png/v1/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Ellipse%204.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_b4fe1c2ca67b46ec81635df2ccabb498_mv2.png/v1/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Ellipse%204.png	(from https://www.techworld-with-nana.com/)
22:04:52	10803/10803	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202024%2016:34:52%20GMT	https://static.wixstatic.com/media/be3ff4_827d31c333184e46ba30298aaa6499c7~mv2.png/v1/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Ellipse%205.png	C:/My%20Web%20Sites/technana/static.wixstatic.com/media/be3ff4_827d31c333184e46ba30298aaa6499c7_mv2.png/v1/fill/w_54,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Ellipse%205.png	(from https://www.techworld-with-nana.com/)
